time,event,p1,p2
11.746805681397788,6,66,68.0
11.817409677791057,3,123,26.0
11.842300220504995,6,131,185.0
11.844775493021404,4,185,100.0
11.849341732929691,3,90,89.0
11.859729975269268,3,188,42.0
11.864672226432141,3,42,115.0
11.90379570453952,3,59,168.0
11.934157219513912,6,171,95.0
11.979233369560543,3,155,197.0
11.990300135276494,6,151,94.0
12.01716850694125,3,39,31.0
12.031284284145213,10,179,
12.060241195970281,3,105,81.0
12.09148417111512,3,114,134.0
12.106654286054422,3,63,33.0
12.120802523867107,3,176,32.0
12.137989337213726,7,35,179.0
12.148577445477196,1,38,179.0
12.17070677552738,10,96,
12.186348730581797,3,72,65.0
12.211375277541746,3,1,184.0
12.234762177587346,1,142,96.0
12.238452481816758,6,83,69.0
12.244910420123752,3,64,50.0
12.279046181021695,9,31,
12.295626991153142,1,21,179.0
12.296078362761405,3,40,18.0
12.303581251392693,3,176,79.0
12.314496032921976,6,28,157.0
12.318403712619915,3,14,163.0
12.328600542730497,3,127,84.0
12.328955356652973,3,134,78.0
12.331422555680247,3,154,97.0
12.392820248251676,3,169,17.0
12.404049676319296,3,29,194.0
12.424369922202786,3,75,116.0
12.425356699378577,6,155,129.0
12.44557093026093,3,38,178.0
12.461078696070446,3,39,133.0
12.478771416184639,9,21,
12.479164604726979,1,150,96.0
12.483905571517184,3,64,45.0
12.52589158894701,3,90,128.0
12.556531086583377,7,31,88.0
12.580855425110439,4,100,168.0
12.582992280469073,1,134,179.0
12.593232057415014,3,152,58.0
12.614878033121201,3,129,158.0
12.617048299869655,6,128,59.0
12.663878198726294,1,12,96.0
12.668829876797318,3,53,165.0
12.704183187302336,3,58,121.0
12.725458453840332,3,159,99.0
12.726467865823789,3,11,98.0
12.727433865402185,7,28,21.0
12.738880505956017,3,72,16.0
12.773520779829717,1,123,96.0
12.823288519733284,3,187,94.0
12.824096006787313,3,56,168.0
12.843839233023832,10,142,
12.850228974451381,1,20,96.0
12.85402500452253,3,172,141.0
12.866273296728883,3,29,95.0
12.895517700546604,7,21,16.0
12.913901867543405,3,23,30.0
12.923061386475213,3,37,92.0
12.966587453223115,6,134,114.0
12.975862043889919,3,137,14.0
12.987647262669345,1,107,80.0
13.012191792836825,3,14,135.0
13.03525776218857,3,56,33.0
13.037947975340341,3,156,37.0
13.048899651543271,3,176,198.0
13.08053534287904,7,39,31.0
13.08958060777318,9,38,
13.098469750017598,3,24,138.0
13.107070860336288,3,42,29.0
13.108530794650735,3,156,67.0
13.113313433918243,3,135,78.0
13.116534970471047,7,100,168.0
13.125350620858697,3,37,99.0
13.139470068084151,3,180,55.0
13.142216926874076,3,126,93.0
13.142721192218927,3,152,173.0
13.16821969530236,3,163,169.0
13.219201347878705,6,28,19.0
13.239183363201258,3,197,157.0
13.249044238282252,1,149,21.0
13.254835019124869,9,191,
13.273901184931008,3,173,102.0
13.29869062959645,3,147,73.0
13.304162765756864,3,168,123.0
13.313076576696675,3,102,185.0
13.33861464092201,3,39,137.0
13.356657709855687,6,23,50.0
13.360633097291814,1,74,31.0
13.369303023954163,6,134,78.0
13.383357421063877,3,171,49.0
13.392590705349114,9,134,
13.393716377499906,3,175,71.0
13.397121523199832,3,18,63.0
13.417322742172795,3,156,99.0
13.450128128583724,3,164,180.0
13.45098221164795,7,134,99.0
13.480137889142524,1,34,191.0
13.487071120149816,3,47,187.0
13.493818117843356,1,87,38.0
13.516576916617824,3,6,93.0
13.524258413961102,1,188,134.0
13.526170840198743,6,192,105.0
13.55070290896185,7,170,96.0
13.607199391535303,3,118,65.0
13.62115327700428,3,133,60.0
13.629579741041235,3,30,22.0
13.630577973016504,3,13,74.0
13.642386846461463,3,169,15.0
13.643474522539853,3,152,89.0
13.656351998137387,1,180,31.0
13.685913709243922,3,70,154.0
13.749504790315772,3,112,24.0
13.775164098767132,3,89,156.0
13.779554963126088,6,120,158.0
13.794711787814249,3,47,20.0
13.804157048528175,6,109,6.0
13.80462484215537,6,18,158.0
13.848600395960359,1,135,96.0
13.849809306358983,6,97,117.0
13.851895226702645,3,36,168.0
13.854531842554046,7,96,12.0
13.876494372453582,3,141,36.0
13.878488837209348,3,162,28.0
13.92835818834638,3,58,78.0
13.937398441308474,9,34,
13.946413466153093,3,129,88.0
13.95092758967871,3,109,48.0
13.951003236506248,1,39,191.0
13.951517257987604,1,81,31.0
13.973792377073465,3,108,116.0
13.978562147141037,7,80,114.0
13.979818942347194,4,29,31.0
13.985614166518447,3,176,102.0
13.994923481568577,6,197,135.0
13.99685278112268,3,83,3.0
14.004350660477996,3,181,119.0
14.021482008368276,3,65,196.0
14.045238353210244,9,74,
14.052508998116943,7,21,81.0
14.053628996538269,3,188,4.0
14.068428028130123,4,74,180.0
14.080493381004965,1,121,74.0
14.113252308052571,3,176,92.0
14.130496224900005,1,181,74.0
14.131417502102737,3,33,120.0
14.131575271862927,3,63,178.0
14.140488160623395,3,12,158.0
14.142245137039442,3,71,129.0
14.159729179237605,3,172,1.0
14.175513061066258,3,140,182.0
14.179824296739731,3,162,122.0
14.187735681165812,7,165,134.0
14.213926002382427,7,84,21.0
14.219126180194447,3,76,102.0
14.231571171681653,7,138,31.0
14.237958189863832,2,134,
14.252448619059818,3,71,102.0
14.253487333186845,3,66,71.0
14.269260211980844,3,75,120.0
14.272688763604132,9,188,
14.277695479167619,1,85,179.0
14.279549242651349,7,72,80.0
14.285810168407972,3,94,39.0
14.356032561141962,3,23,162.0
14.368470921043324,1,8,74.0
14.415520860797633,6,194,162.0
14.424182322004445,3,39,59.0
14.427960152898082,7,68,188.0
14.451424349044723,7,32,31.0
14.460927399380083,3,50,152.0
14.484760467235724,3,37,199.0
14.496497493083416,9,149,
14.50499699465539,3,49,0.0
14.548785715994988,7,156,31.0
14.558899791669115,7,31,42.0
14.57969711265882,1,163,188.0
14.583989992925156,7,188,138.0
14.586137373230294,3,196,92.0
14.594940927228707,6,126,178.0
14.601213457171406,3,45,16.0
14.620335167089834,3,108,39.0
14.629369721998632,3,174,129.0
14.682004801082373,3,169,39.0
14.70126856393136,3,192,28.0
14.704248511642538,1,168,149.0
14.711971471690035,7,181,34.0
14.712833309477729,6,98,172.0
14.722378926745204,3,184,155.0
14.722636771983508,3,141,187.0
14.739772030911958,7,31,52.0
14.744533127872765,3,164,47.0
14.74890525750134,3,192,66.0
14.74902435610507,10,39,
14.750381313918135,3,150,97.0
14.754429079652114,6,12,158.0
14.75892791024737,3,132,178.0
14.76951864270023,7,5,100.0
14.770829090082321,7,144,39.0
14.772307336893794,7,39,154.0
14.780355143114882,1,133,39.0
14.79395950222268,2,191,
14.797178354536312,3,195,177.0
14.80879964125387,3,135,152.0
14.810447327951167,7,100,117.0
14.81797451030158,3,132,7.0
14.81891414482854,7,39,153.0
14.834748602383671,7,168,34.0
14.844938677966075,3,33,110.0
14.863861718650737,3,104,50.0
14.868100076105666,1,117,34.0
14.868810197579581,7,59,39.0
14.868811923298335,3,13,90.0
14.872952531271064,8,21,179.0
14.896380286030675,1,41,188.0
14.91367307932166,3,26,71.0
14.919391860503087,3,171,90.0
14.924204894872263,7,179,131.0
14.931500714542949,7,72,96.0
14.974238927152083,1,124,39.0
14.98299156595904,3,133,63.0
14.998633110326335,1,24,179.0
15.01468893905536,6,189,163.0
15.033099298148207,9,107,
15.043301965970773,5,149,179.0
15.049194349998242,6,152,158.0
15.062448387126782,7,156,149.0
15.062916731679021,3,185,129.0
15.064635816790616,6,192,59.0
15.065321823569082,7,96,51.0
15.076439240941985,1,13,74.0
15.090535190633402,7,163,188.0
15.100617064604252,1,137,39.0
